Age,Sex,StateFrom,StateTo,MeanDays,StdDays,Count,Chance
74,FEMALE,H,R,8.458,5.461,24,0.857
74,FEMALE,H,U,1.0,1.414,2,0.071
74,FEMALE,Iv,H,0.0,0.0,30,1.0
74,FEMALE,U,H,11.5,16.263,2,1.0
74,MALE,H,D,4.6,4.219,5,0.172
74,MALE,H,R,8.762,5.234,21,0.724
74,MALE,H,U,1.0,1.732,3,0.103
74,MALE,Iv,H,0.0,0.0,34,1.0
74,MALE,U,H,5.667,9.815,3,1.0
75,FEMALE,H,D,5.5,2.517,4,0.211
75,FEMALE,H,R,8.833,6.617,12,0.632
75,FEMALE,H,U,1.667,1.528,3,0.158
75,FEMALE,Iv,H,0.0,0.0,20,1.0
75,FEMALE,U,H,14.0,18.385,2,1.0
75,MALE,H,D,8.0,5.033,7,0.28
75,MALE,H,R,7.529,4.705,17,0.68
75,MALE,H,U,6.0,0.0,1,0.04
75,MALE,I,Is,0.0,0.0,3,1.0
75,MALE,Is,H,10.333,11.93,3,1.0
75,MALE,Iv,H,0.0,0.0,30,1.0
75,MALE,U,D,10.0,0.0,1,1.0
76,FEMALE,H,D,7.2,10.426,5,0.25
76,FEMALE,H,R,8.4,5.18,15,0.75
76,FEMALE,I,Is,0.0,0.0,1,1.0
76,FEMALE,Is,H,9.0,0.0,1,1.0
76,FEMALE,Iv,H,0.0,0.0,22,1.0
76,MALE,H,D,4.167,3.869,6,0.194
76,MALE,H,R,11.048,9.168,21,0.677
76,MALE,H,U,2.0,4.0,4,0.129
76,MALE,Iv,H,0.0,0.0,35,1.0
76,MALE,U,H,2.5,2.38,4,1.0
77,FEMALE,H,D,10.0,8.165,4,0.182
77,FEMALE,H,R,7.941,4.279,17,0.773
77,FEMALE,H,U,12.0,0.0,1,0.045
77,FEMALE,Iv,H,0.0,0.0,27,1.0
77,MALE,H,D,11.571,7.934,7,0.318
77,MALE,H,R,10.923,5.937,13,0.591
77,MALE,H,U,0.5,0.707,2,0.091
77,MALE,Iv,H,0.0,0.0,23,1.0
77,MALE,U,H,8.5,12.021,2,1.0
78,FEMALE,H,D,3.333,2.517,3,0.188
78,FEMALE,H,R,9.7,4.547,10,0.625
78,FEMALE,H,U,1.0,1.0,3,0.188
78,FEMALE,Iv,H,0.0,0.0,15,1.0
78,FEMALE,U,H,3.5,3.536,2,1.0
78,MALE,H,D,5.0,3.464,5,0.217
78,MALE,H,R,8.875,6.334,16,0.696
78,MALE,H,U,0.0,0.0,2,0.087
78,MALE,I,Is,0.0,0.0,1,0.5
78,MALE,I,Iv,2.0,0.0,1,0.5
78,MALE,Is,H,10.0,0.0,1,1.0
78,MALE,Iv,H,0.0,0.0,22,1.0
78,MALE,U,H,1.5,0.707,2,1.0
79,FEMALE,H,D,6.0,4.243,2,0.143
79,FEMALE,H,R,10.667,8.359,12,0.857
79,FEMALE,I,Is,0.0,0.0,1,1.0
79,FEMALE,Is,H,0.0,0.0,1,1.0
79,FEMALE,Iv,H,0.0,0.0,16,1.0
79,MALE,H,D,6.5,3.44,10,0.333
79,MALE,H,R,7.105,3.886,19,0.633
79,MALE,H,U,13.0,0.0,1,0.033
79,MALE,I,Is,0.0,0.0,1,1.0
79,MALE,Is,H,6.0,0.0,1,1.0
79,MALE,Iv,H,0.0,0.0,37,1.0
79,MALE,U,D,7.0,0.0,1,1.0
80,FEMALE,H,D,6.75,5.058,4,0.211
80,FEMALE,H,R,7.2,4.127,15,0.789
80,FEMALE,I,Is,0.0,0.0,2,1.0
80,FEMALE,Is,H,10.5,4.95,2,1.0
80,FEMALE,Iv,H,0.0,0.0,25,1.0
80,MALE,H,D,9.312,6.799,16,0.552
80,MALE,H,R,9.7,5.165,10,0.345
80,MALE,H,U,2.333,1.155,3,0.103
80,MALE,I,Is,0.0,0.0,6,1.0
80,MALE,Is,H,-1.667,16.645,6,1.0
80,MALE,Iv,H,0.0,0.0,31,0.969
80,MALE,Iv,R,14.0,0.0,1,0.031
80,MALE,U,D,2.0,0.0,1,0.5
80,MALE,U,H,7.0,0.0,1,0.5
81,FEMALE,H,D,3.0,0.0,1,0.111
81,FEMALE,H,R,7.375,7.444,8,0.889
81,FEMALE,Iv,H,0.0,0.0,12,1.0
81,MALE,H,D,5.125,3.044,8,0.444
81,MALE,H,R,8.857,4.914,7,0.389
81,MALE,H,U,0.0,0.0,3,0.167
81,MALE,I,Is,0.0,0.0,2,1.0
81,MALE,Is,H,3.5,0.707,2,1.0
81,MALE,Iv,H,0.0,0.0,19,1.0
81,MALE,U,D,1.0,0.0,1,0.333
81,MALE,U,H,0.5,0.707,2,0.667
82,FEMALE,H,D,7.5,2.38,4,0.267
82,FEMALE,H,R,7.4,4.088,10,0.667
82,FEMALE,H,U,0.0,0.0,1,0.067
82,FEMALE,I,Is,0.0,0.0,1,1.0
82,FEMALE,Is,H,7.0,0.0,1,1.0
82,FEMALE,Iv,H,0.0,0.0,20,1.0
82,FEMALE,U,H,0.0,0.0,1,1.0
82,MALE,H,D,5.0,3.808,5,0.238
82,MALE,H,R,8.812,3.391,16,0.762
82,MALE,I,Is,0.0,0.0,1,1.0
82,MALE,Is,H,5.0,0.0,1,1.0
82,MALE,Iv,H,0.0,0.0,22,1.0
83,FEMALE,H,D,5.0,5.621,6,0.375
83,FEMALE,H,R,8.3,3.164,10,0.625
83,FEMALE,Iv,H,0.0,0.0,19,1.0
83,MALE,H,D,5.0,2.582,7,0.368
83,MALE,H,R,8.583,5.017,12,0.632
83,MALE,Iv,H,0.0,0.0,22,1.0
84,FEMALE,H,D,3.5,2.121,2,0.182
84,FEMALE,H,R,8.25,3.495,8,0.727
84,FEMALE,H,U,3.0,0.0,1,0.091
84,FEMALE,Iv,H,0.0,0.0,18,1.0
84,FEMALE,U,D,2.0,0.0,1,1.0
84,MALE,H,D,6.667,7.703,12,0.444
84,MALE,H,R,8.467,6.749,15,0.556
84,MALE,I,Is,0.0,0.0,1,1.0
84,MALE,Is,H,3.0,0.0,1,1.0
84,MALE,Iv,H,0.0,0.0,30,1.0
85,FEMALE,H,D,7.8,6.14,5,0.357
85,FEMALE,H,R,7.889,2.713,9,0.643
85,FEMALE,Iv,H,0.0,0.0,23,1.0
85,MALE,H,D,7.714,2.563,7,0.412
85,MALE,H,R,11.444,5.077,9,0.529
85,MALE,H,U,11.0,0.0,1,0.059
85,MALE,Iv,H,0.0,0.0,21,1.0
85,MALE,U,D,0.0,0.0,1,1.0
86,FEMALE,H,D,2.0,0.0,1,0.067
86,FEMALE,H,R,7.154,3.023,13,0.867
86,FEMALE,H,U,4.0,0.0,1,0.067
86,FEMALE,I,Is,0.0,0.0,1,1.0
86,FEMALE,Is,H,12.0,0.0,1,1.0
86,FEMALE,Iv,H,0.0,0.0,19,1.0
86,FEMALE,U,H,2.0,0.0,1,1.0
86,MALE,H,D,4.143,3.976,7,0.5
86,MALE,H,R,4.2,1.924,5,0.357
86,MALE,H,U,5.0,1.414,2,0.143
86,MALE,I,Is,0.0,0.0,1,1.0
86,MALE,Is,H,7.0,0.0,1,1.0
86,MALE,Iv,H,0.0,0.0,15,1.0
86,MALE,U,D,2.0,0.0,1,0.5
86,MALE,U,H,0.0,0.0,1,0.5
87,FEMALE,H,D,1.5,0.577,4,0.19
87,FEMALE,H,R,6.882,3.756,17,0.81
87,FEMALE,Iv,H,0.0,0.0,22,1.0
87,MALE,H,D,5.25,2.986,4,0.364
87,MALE,H,R,5.571,6.294,7,0.636
87,MALE,I,Is,0.0,0.0,1,1.0
87,MALE,Is,H,7.0,0.0,1,1.0
87,MALE,Iv,H,0.0,0.0,16,1.0
88,FEMALE,H,D,6.2,2.588,5,0.238
88,FEMALE,H,R,7.929,5.181,14,0.667
88,FEMALE,H,U,0.0,0.0,2,0.095
88,FEMALE,Iv,H,0.0,0.0,28,1.0
88,FEMALE,U,H,1.0,0.0,2,1.0
88,MALE,H,D,4.8,3.011,10,0.588
88,MALE,H,R,12.667,8.017,6,0.353
88,MALE,H,U,0.0,0.0,1,0.059
88,MALE,Iv,H,0.0,0.0,19,1.0
88,MALE,U,H,0.0,0.0,1,1.0
89,FEMALE,H,D,6.167,6.631,12,0.545
89,FEMALE,H,R,9.8,5.712,10,0.455
89,FEMALE,Iv,H,0.0,0.0,25,1.0
89,MALE,H,D,8.6,5.06,10,0.625
89,MALE,H,R,8.833,6.145,6,0.375
89,MALE,I,Is,0.0,0.0,1,1.0
89,MALE,Is,H,0.0,0.0,1,1.0
89,MALE,Iv,H,0.0,0.0,25,1.0
90,FEMALE,H,D,4.0,1.414,2,0.167
90,FEMALE,H,R,7.1,3.604,10,0.833
90,FEMALE,Iv,H,0.0,0.0,22,1.0
90,MALE,H,D,6.429,3.207,7,0.7
90,MALE,H,R,10.667,4.933,3,0.3
90,MALE,Iv,H,0.0,0.0,12,1.0
91,FEMALE,H,D,3.6,2.51,5,0.417
91,FEMALE,H,R,6.286,4.152,7,0.583
91,FEMALE,Iv,H,0.0,0.0,16,1.0
91,MALE,H,D,9.5,10.408,4,0.444
91,MALE,H,R,4.6,1.673,5,0.556
91,MALE,Iv,H,0.0,0.0,12,1.0
92,FEMALE,H,D,5.667,2.517,3,0.375
92,FEMALE,H,R,5.8,4.087,5,0.625
92,FEMALE,Iv,H,0.0,0.0,11,1.0
92,MALE,H,D,8.667,1.155,3,0.429
92,MALE,H,R,6.25,4.573,4,0.571
92,MALE,Iv,H,0.0,0.0,10,1.0
93,FEMALE,H,D,5.0,3.162,4,0.5
93,FEMALE,H,R,7.5,2.38,4,0.5
93,FEMALE,Iv,H,0.0,0.0,10,1.0
93,MALE,H,D,8.0,5.657,6,0.75
93,MALE,H,R,4.5,3.536,2,0.25
93,MALE,Iv,H,0.0,0.0,11,1.0
94,FEMALE,H,D,6.0,3.606,3,0.6
94,FEMALE,H,R,4.0,2.828,2,0.4
94,FEMALE,Iv,H,0.0,0.0,9,1.0
94,MALE,H,D,5.5,2.38,4,0.667
94,MALE,H,R,15.0,8.485,2,0.333
94,MALE,Iv,H,0.0,0.0,6,1.0
95,FEMALE,H,D,4.6,3.782,5,0.625
95,FEMALE,H,R,3.667,2.887,3,0.375
95,FEMALE,Iv,H,0.0,0.0,10,1.0
95,MALE,H,D,3.333,3.215,3,0.6
95,MALE,H,R,6.0,0.0,2,0.4
95,MALE,Iv,H,0.0,0.0,6,1.0
96,FEMALE,H,D,3.0,1.414,2,0.5
96,FEMALE,H,R,8.0,0.0,2,0.5
96,FEMALE,I,Is,0.0,0.0,1,1.0
96,FEMALE,Is,H,9.0,0.0,1,1.0
96,FEMALE,Iv,H,0.0,0.0,4,1.0
96,MALE,H,D,3.5,2.082,4,0.8
96,MALE,H,R,7.0,0.0,1,0.2
96,MALE,Iv,H,0.0,0.0,5,1.0
97,FEMALE,H,D,3.5,4.95,2,0.667
97,FEMALE,H,R,4.0,0.0,1,0.333
97,FEMALE,Iv,H,0.0,0.0,4,1.0
97,MALE,H,D,6.0,0.0,1,1.0
97,MALE,Iv,H,0.0,0.0,1,1.0
98,FEMALE,H,D,9.0,5.657,2,0.5
98,FEMALE,H,R,5.5,3.536,2,0.5
98,FEMALE,Iv,H,0.0,0.0,8,1.0
98,MALE,H,R,9.25,3.948,4,1.0
98,MALE,Iv,H,0.0,0.0,6,1.0
99,FEMALE,H,D,4.0,0.0,1,0.333
99,FEMALE,H,R,5.0,2.828,2,0.667
99,FEMALE,Iv,H,0.0,0.0,4,1.0
100,MALE,H,D,2.0,0.0,1,0.5
100,MALE,H,R,3.0,0.0,1,0.5
100,MALE,Iv,H,0.0,0.0,2,1.0
101,FEMALE,H,D,2.0,0.0,1,1.0
101,FEMALE,Iv,H,0.0,0.0,1,1.0
102,FEMALE,H,D,5.0,0.0,1,1.0
102,FEMALE,Iv,H,0.0,0.0,1,1.0
105,FEMALE,H,R,4.0,0.0,1,1.0
105,FEMALE,Iv,H,0.0,0.0,1,1.0
106,FEMALE,H,D,5.0,0.0,1,1.0
106,FEMALE,Iv,H,0.0,0.0,1,1.0
